time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.66142	18.0877	4.98785	3.90188	0.45097	lidar	2.95026	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.51126	17.9371	4.84485	3.92273	0.446656	radar	3.44943	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.27881	17.767	4.93217	3.92905	0.431395	lidar	1.48575	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09018	17.5847	5.03176	3.95034	0.43392	radar	2.21766	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91803	17.4654	4.96651	3.95669	0.421403	lidar	6.47574	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75775	17.2536	5.08098	3.99013	0.436234	radar	2.67101	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5804	17.0658	5.092	4.00788	0.432515	lidar	0.0650018	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42941	16.8995	4.9271	4.02235	0.422013	radar	2.30705	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26652	16.728	4.91577	4.03689	0.416418	lidar	0.599547	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.10099	16.5304	4.87077	4.05273	0.409065	radar	4.92074	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93809	16.3016	4.93096	4.07615	0.410843	lidar	2.15447	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.7966	16.1246	4.83354	4.09094	0.403689	radar	0.976647	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.59511	15.9537	4.87821	4.08747	0.382309	lidar	2.30713	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45511	15.7248	5.00467	4.11553	0.393181	radar	1.7919	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27883	15.5041	5.06465	4.12642	0.384684	lidar	0.855864	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.1315	15.3111	5.01247	4.13805	0.376665	radar	1.19392	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.918216	15.0872	5.11897	4.13526	0.356245	lidar	2.71234	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.791649	14.9083	4.96849	4.14691	0.347999	radar	2.83769	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.682664	14.6985	4.94222	4.171	0.354215	lidar	0.18883	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.561329	14.4586	5.04505	4.19674	0.363461	radar	1.51301	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.385332	14.233	5.11005	4.19913	0.348731	lidar	1.13478	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.247304	13.9807	5.27477	4.21999	0.355068	radar	2.39814	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.221555	13.7381	5.18565	4.26969	0.384444	lidar	3.6771	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.107991	13.4947	5.26011	4.29001	0.387001	radar	0.738444	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0531372	13.2584	5.30795	4.29094	0.36999	lidar	1.21379	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.163998	13.042	5.1866	4.30205	0.360953	radar	1.41013	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.175222	12.8245	5.07418	4.34631	0.385806	lidar	3.66077	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.28294	12.5994	4.9783	4.35598	0.374644	radar	3.10357	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.398391	12.3645	5.00566	4.36472	0.365332	lidar	0.377869	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.506058	12.1565	4.93531	4.37046	0.352939	radar	3.6908	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.584703	11.9414	4.90773	4.3867	0.352019	lidar	0.497429	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.695694	11.7123	4.90034	4.39162	0.339562	radar	2.94992	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.88147	11.4629	5.00697	4.37273	0.305925	lidar	5.41101	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.962276	11.2418	4.87122	4.38388	0.298958	radar	2.78584	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.13446	11.0113	4.94207	4.36593	0.268511	lidar	4.10608	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.21875	10.7668	5.03132	4.38186	0.272869	radar	1.00717	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.35375	10.5084	5.10364	4.37842	0.256698	lidar	1.68752	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.44612	10.2462	5.1837	4.39093	0.257381	radar	1.10953	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.54671	10.0357	5.14531	4.39345	0.248479	lidar	2.42256	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.62571	9.81079	5.06399	4.40253	0.243999	radar	0.715759	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.70686	9.59156	5.03426	4.41091	0.240883	lidar	0.819413	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.81726	9.3388	5.12192	4.41231	0.23215	radar	2.95031	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.91199	9.04087	5.21929	4.42126	0.228749	lidar	3.94659	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.98651	8.82424	5.0898	4.4269	0.221125	radar	2.17112	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.08897	8.57019	5.1296	4.42757	0.211362	lidar	0.518199	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.21108	8.31654	5.1575	4.41996	0.193531	radar	3.67707	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.26509	8.08522	5.11773	4.43513	0.198878	lidar	0.389345	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.32011	7.87953	5.01016	4.4457	0.198888	radar	5.31483	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.43842	7.62483	5.07271	4.438	0.182388	lidar	1.52388	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.58	7.39533	4.98914	4.41543	0.148239	radar	7.41812	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.69063	7.13583	5.0539	4.41091	0.136872	lidar	0.999099	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.75582	6.90552	5.04959	4.42125	0.14141	radar	1.21093	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.80084	6.70201	4.9635	4.43498	0.148192	lidar	1.71461	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.85155	6.49056	4.80624	4.44134	0.142701	radar	3.46934	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.91343	6.25437	4.81241	4.44936	0.143429	lidar	0.038136	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.0323	6.00571	4.89137	4.43779	0.126004	radar	4.75039	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.12494	5.7242	4.99344	4.43753	0.119144	lidar	2.24176	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.22873	5.48053	4.94057	4.42487	0.0959106	radar	3.33347	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.33125	5.21285	5.02491	4.42015	0.0866781	lidar	1.24496	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.40641	4.96761	5.04106	4.42404	0.0865853	radar	0.0391487	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.52863	4.67888	5.17638	4.41393	0.0727585	lidar	3.01879	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.63938	4.42539	5.14435	4.39828	0.0472929	radar	3.30759	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.77697	4.14407	5.2746	4.38371	0.0316997	lidar	3.42174	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.86452	3.9035	5.26859	4.38502	0.0327785	radar	0.982337	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.93357	3.67581	5.20886	4.39003	0.0358985	lidar	0.491237	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.0319	3.47556	5.09117	4.37653	0.0156227	radar	4.87382	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.12218	3.23108	5.10714	4.37566	0.0142015	lidar	0.0536167	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.24444	2.96847	5.16689	4.36022	-0.00665272	radar	1.71963	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.33654	2.69021	5.24569	4.36216	-0.00463666	lidar	1.09751	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.42794	2.43898	5.25694	4.36156	-0.00539954	radar	0.0533897	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.53475	2.16982	5.32427	4.35882	-0.00714653	lidar	0.670848	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6453	1.93191	5.31555	4.34127	-0.0340836	radar	5.05657	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.76275	1.65206	5.41017	4.3375	-0.034955	lidar	1.37714	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.88923	1.39291	5.46759	4.32318	-0.0522096	radar	1.14674	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.94354	1.17144	5.3454	4.32966	-0.0461767	lidar	4.736	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.03821	0.960498	5.259	4.32355	-0.0510106	radar	1.27864	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.09562	0.739019	5.16853	4.32884	-0.0458801	lidar	3.44526	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.19563	0.430709	5.34586	4.33196	-0.043108	radar	5.00848	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.26935	0.196894	5.29064	4.33417	-0.0403925	lidar	1.31821	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.37959	-0.034423	5.24181	4.3306	-0.0376566	radar	5.88538	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.45082	-0.26437	5.19122	4.33333	-0.0346919	lidar	1.34021	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.56701	-0.445119	5.10684	4.31369	-0.0559886	radar	4.23056	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.69867	-0.625903	5.02251	4.29315	-0.0738193	lidar	3.16561	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.81184	-0.870477	5.15804	4.28118	-0.0894956	radar	6.25129	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.91093	-1.14007	5.22081	4.28561	-0.0798896	lidar	0.998341	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.0025	-1.41172	5.28622	4.29157	-0.0704093	radar	2.30628	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1393	-1.61958	5.24407	4.27424	-0.0841795	lidar	1.6612	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.27763	-1.87863	5.43239	4.25901	-0.101664	radar	4.32787	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.38748	-2.12672	5.43343	4.25731	-0.0984787	lidar	0.12663	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5341	-2.33427	5.37129	4.2389	-0.111414	radar	3.9639	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.68293	-2.54243	5.33495	4.22028	-0.124579	lidar	1.20924	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.83428	-2.76436	5.35383	4.20375	-0.13562	radar	1.7182	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.93443	-3.02454	5.37802	4.21078	-0.121955	lidar	1.33366	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.06244	-3.2472	5.31972	4.204	-0.121559	radar	0.324965	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.18721	-3.43496	5.24236	4.18994	-0.130919	lidar	1.83763	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.33377	-3.6868	5.29549	4.18472	-0.128534	radar	4.23359	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.48653	-3.82185	5.15909	4.15317	-0.155417	lidar	6.24528	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.62846	-4.03689	5.19513	4.14241	-0.15955	radar	0.644712	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.78734	-4.2602	5.2172	4.13079	-0.162596	lidar	0.531802	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.93721	-4.4816	5.22588	4.12207	-0.162885	radar	0.360645	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.10469	-4.71446	5.26769	4.11193	-0.164018	lidar	1.12864	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.24537	-4.90991	5.11868	4.10409	-0.161349	radar	2.26951	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.38261	-5.11869	5.1098	4.09848	-0.159154	lidar	0.126485	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.52744	-5.28103	4.97117	4.08237	-0.166397	radar	3.64308	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.71678	-5.47884	5.00393	4.06227	-0.177118	lidar	2.17627	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.87627	-5.6757	5.00356	4.05119	-0.179088	radar	0.313352	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.03435	-5.85668	4.98525	4.03754	-0.183833	lidar	0.167319	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.17216	-6.00807	4.85102	4.02414	-0.187787	radar	5.52275	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.34042	-6.1126	4.75384	3.99137	-0.211314	lidar	4.78999	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.51573	-6.29938	4.81031	3.97805	-0.213961	radar	1.2345	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.66421	-6.49778	4.82401	3.9761	-0.205518	lidar	0.316818	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.87995	-6.67309	4.96213	3.95024	-0.220948	radar	7.76912	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0852	-6.83939	4.98032	3.92742	-0.231837	lidar	1.07243	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2675	-7.00694	5.01517	3.91221	-0.235759	radar	1.02986	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5021	-7.18997	5.083	3.88905	-0.245709	lidar	4.11577	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7017	-7.34052	5.08511	3.868	-0.25424	radar	2.13368	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9526	-7.50496	5.14697	3.83941	-0.268519	lidar	4.11875	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1359	-7.64843	5.05674	3.82414	-0.270302	radar	1.41558	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.2936	-7.78972	4.99351	3.81561	-0.266262	lidar	2.77334	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4837	-7.92174	4.94414	3.79748	-0.270975	radar	1.89989	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6644	-8.02161	4.87349	3.77388	-0.281013	lidar	3.15858	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8501	-8.13993	4.74591	3.75539	-0.285158	radar	1.48577	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0639	-8.22934	4.72373	3.72363	-0.301609	lidar	1.22367	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.2909	-8.36609	4.9025	3.70536	-0.304402	radar	3.09679	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.4972	-8.44491	4.85323	3.67565	-0.318211	lidar	2.18607	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.6927	-8.54078	4.72522	3.65424	-0.323693	radar	1.75684	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9757	-8.63122	4.80539	3.61463	-0.34473	lidar	5.48514	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2226	-8.74135	4.9094	3.59227	-0.348946	radar	3.07195	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4478	-8.7862	4.86676	3.55545	-0.367107	lidar	2.69925	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6475	-8.8447	4.69074	3.528	-0.376618	radar	4.06445	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8872	-8.93815	4.7268	3.50736	-0.378054	lidar	0.780287	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1428	-9.0325	4.90661	3.48843	-0.376804	radar	2.89253	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3802	-9.12816	4.9246	3.47329	-0.373305	lidar	0.30587	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6051	-9.20365	4.86713	3.45433	-0.374051	radar	0.32432	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.8941	-9.20729	4.91451	3.40333	-0.403427	lidar	3.3648	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1527	-9.2831	4.94955	3.38476	-0.401843	radar	4.37196	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4329	-9.37945	5.02904	3.37205	-0.394742	lidar	4.77551	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6667	-9.41937	4.8949	3.34583	-0.402354	radar	2.24455	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9334	-9.48834	4.94537	3.32959	-0.398649	lidar	1.86288	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1772	-9.50963	4.88339	3.30025	-0.408154	radar	2.42527	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4299	-9.50158	4.88792	3.26326	-0.423252	lidar	1.0218	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6378	-9.51354	4.78497	3.23941	-0.42666	radar	5.04742	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9274	-9.49402	4.85987	3.1986	-0.444204	lidar	2.25252	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1842	-9.54485	4.94238	3.19091	-0.429744	radar	7.3934	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4513	-9.55269	4.97592	3.16704	-0.43186	lidar	0.493178	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.705	-9.54955	4.93521	3.1408	-0.437295	radar	1.75158	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9629	-9.51356	4.95285	3.10645	-0.44858	lidar	0.506272	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1996	-9.48846	4.88021	3.07759	-0.455984	radar	0.789978	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4032	-9.51623	4.81096	3.07341	-0.439154	lidar	1.52271	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6403	-9.50204	4.85972	3.05557	-0.433896	radar	1.73737	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8933	-9.48381	4.87819	3.0353	-0.432631	lidar	0.249232	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1234	-9.44619	4.89616	3.01251	-0.432482	radar	3.96139	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3715	-9.3333	4.92217	2.96282	-0.457792	lidar	3.4864	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.599	-9.26981	4.84355	2.93119	-0.467859	radar	1.30718	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8567	-9.14704	4.9015	2.88302	-0.49023	lidar	2.07761	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0919	-9.05354	4.90483	2.8483	-0.499693	radar	5.30248	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2603	-9.15524	4.71894	2.88448	-0.444497	lidar	12.8334	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5013	-9.10879	4.77025	2.87002	-0.436202	radar	1.64363	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7246	-9.01187	4.77547	2.83745	-0.445836	lidar	0.748966	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9678	-8.93251	4.79301	2.81304	-0.448419	radar	2.53149	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1624	-8.8618	4.73566	2.79274	-0.446308	lidar	1.10569	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3956	-8.77727	4.73474	2.76927	-0.448429	radar	1.95142	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.585	-8.74512	4.64918	2.76494	-0.431956	lidar	1.44198	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7692	-8.62763	4.51288	2.72502	-0.453091	radar	6.09819	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9732	-8.54383	4.50417	2.70571	-0.450081	lidar	0.0458223	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1837	-8.43665	4.57209	2.6835	-0.447428	radar	2.14039	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4207	-8.32825	4.63032	2.66203	-0.44695	lidar	1.44494	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6087	-8.22144	4.57583	2.63722	-0.450489	radar	0.80388	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8612	-7.97757	4.77357	2.57518	-0.48637	lidar	6.90669	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0465	-7.84546	4.65947	2.54098	-0.501467	radar	4.06423	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2856	-7.6579	4.78798	2.50358	-0.512927	lidar	2.65257	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4857	-7.51032	4.85122	2.48255	-0.50543	radar	1.28947	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6525	-7.36637	4.80838	2.45657	-0.505856	lidar	0.667892	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8436	-7.20374	4.83794	2.4306	-0.505782	radar	0.842242	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9998	-7.1116	4.72043	2.42265	-0.49016	lidar	1.69106	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1671	-6.93642	4.70136	2.38873	-0.500781	radar	2.17534	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3388	-6.67692	4.82619	2.33531	-0.526007	lidar	3.92118	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5039	-6.50692	4.77533	2.30587	-0.533137	radar	3.67727	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5971	-6.37666	4.61999	2.28169	-0.530303	lidar	5.05225	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7356	-6.1952	4.60409	2.25104	-0.534798	radar	0.403434	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
